created_at,pm25_ugm3,pm10_ugm3,co_ugm3,no2_ugm3,o3_ugm3,temperature,humidity,id_analog,o3_analog,pm25_analog,pm10_analog,no2_analog,co_analog,pm2_5_ispu,pm10_ispu,co_ispu,no2_ispu,o3_ispu,predicted_category,actual_category,segmen,lokasi
2026-06-10 01:44:38.467280+00:00,29.52,36.05,1111.21,0,19.63,35.1,55.5,40.0,0.0,210.0,186.0,4095.0,2400.0,64.69,27.46,14.41,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:31:23.792017+00:00,27.93,34.19,1220.73,0,19.63,34.7,56.7,27.0,0.0,205.0,217.0,4095.0,2357.0,63.59,34.66,13.69,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 02:01:58.455676+00:00,23.88,31.17,1220.73,0,19.63,35.0,51.1,57.0,0.0,169.0,183.0,4095.0,2527.0,55.64,26.76,16.79,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:38:32.143359+00:00,28.81,33.96,1162.42,0,19.63,35.0,55.5,34.0,0.0,224.0,237.0,4095.0,2413.0,67.79,39.3,14.63,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:56:52.762515+00:00,27.93,31.87,1117.8,0,19.63,35.1,53.5,52.0,0.0,224.0,237.0,4095.0,2412.0,67.79,39.3,14.62,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:12:00.817427+00:00,26.87,30.94,1299.66,0,19.63,32.0,65.6,8.0,0.0,227.0,225.0,4095.0,2598.0,68.45,36.52,18.32,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:53:49.092742+00:00,29.87,35.12,1253.41,0,19.63,34.9,53.8,49.0,0.0,221.0,223.0,4095.0,2465.0,67.12,36.05,15.57,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:29:21.085184+00:00,28.46,34.89,1173.54,0,19.63,34.8,56.7,25.0,0.0,214.0,204.0,4095.0,2403.0,65.58,31.64,14.46,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 02:05:02.330679+00:00,20.0,23.97,1228.07,0,19.63,34.9,50.5,60.0,0.0,174.0,176.0,4095.0,2438.0,56.74,25.13,15.08,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 02:00:57.210417+00:00,20.0,26.76,1343.03,0,19.63,35.1,51.9,56.0,0.0,200.0,187.0,4095.0,2471.0,62.48,27.69,15.69,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:39:33.023464+00:00,31.46,32.33,1174.93,0,19.63,34.8,55.0,35.0,0.0,219.0,214.0,4095.0,2407.0,66.68,33.96,14.53,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:32:24.840630+00:00,32.16,37.91,1086.58,0,19.63,34.7,56.4,28.0,0.0,214.0,215.0,4095.0,2448.0,65.58,34.19,15.26,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:05:54.483961+00:00,25.11,31.41,1690.72,0,19.63,30.5,72.9,,,,,,,,,,,,Sedang,,2,Ngagel
2026-06-10 01:33:26.142658+00:00,35.86,51.85,1089.14,0,19.63,34.8,55.9,29.0,0.0,238.0,231.0,4095.0,2350.0,70.88,37.91,13.58,0.0,8.18,Tidak Sehat,Sedang,2,Ngagel
2026-06-10 01:48:43.602063+00:00,27.58,31.87,1096.87,0,19.63,35.1,53.6,44.0,0.0,241.0,219.0,4095.0,2418.0,71.54,35.12,14.72,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:36:30.006624+00:00,38.68,36.75,1119.13,0,19.63,34.7,55.0,32.0,0.0,238.0,252.0,4095.0,2437.0,70.88,42.79,15.06,0.0,8.18,Tidak Sehat,Sedang,2,Ngagel
2026-06-10 01:42:36.407293+00:00,28.81,30.48,1226.59,0,19.63,34.8,54.2,38.0,0.0,202.0,215.0,4095.0,2475.0,62.93,34.19,15.76,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:50:45.585780+00:00,25.99,35.35,1145.96,0,19.63,34.9,53.8,46.0,0.0,221.0,220.0,4095.0,2410.0,67.12,35.35,14.58,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:47:42.289775+00:00,32.69,35.12,1177.74,0,19.63,34.9,54.6,43.0,0.0,219.0,223.0,4095.0,2475.0,66.68,36.05,15.76,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:37:30.891733+00:00,29.69,39.3,1170.74,0,19.63,34.9,55.0,33.0,0.0,275.0,226.0,4095.0,2375.0,79.05,36.75,13.99,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:54:50.653124+00:00,29.16,35.35,1137.83,0,19.63,35.1,53.4,50.0,0.0,225.0,219.0,4095.0,2470.0,68.01,35.12,15.67,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:30:22.433512+00:00,26.34,34.66,1095.58,0,19.63,35.0,57.5,26.0,0.0,217.0,218.0,4095.0,2415.0,66.24,34.89,14.67,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:24:15.072069+00:00,24.41,30.48,1174.93,0,19.63,34.5,56.7,20.0,0.0,196.0,224.0,4095.0,2445.0,61.6,36.28,15.2,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:22:12.953912+00:00,27.23,30.71,1121.78,0,19.63,34.3,58.6,18.0,0.0,216.0,209.0,4095.0,2407.0,66.02,32.8,14.53,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:58:55.608997+00:00,26.17,30.94,1190.45,0,19.63,35.0,51.7,54.0,0.0,197.0,181.0,4095.0,2449.0,61.82,26.29,15.28,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:07:55.837918+00:00,26.17,33.5,1608.44,0,19.63,30.9,71.8,4.0,0.0,218.0,208.0,4095.0,2671.0,66.46,32.57,20.08,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:51:46.705063+00:00,27.93,34.19,1225.12,0,19.63,35.1,53.7,47.0,0.0,203.0,220.0,4095.0,2395.0,63.15,35.35,14.32,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-09 23:40:22.227849+00:00,29.87,31.87,1371.22,0,19.63,30.9,88.8,1.0,0.0,215.0,197.0,4095.0,2640.0,,,,,,Sedang,,1,Ngagel
2026-06-10 01:06:54.030364+00:00,28.64,32.57,1606.4,0,19.63,30.6,72.3,3.0,0.0,198.0,203.0,4095.0,2711.0,62.04,31.41,21.13,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:14:03.474985+00:00,31.1,33.03,1199.01,0,19.63,32.5,63.2,10.0,0.0,197.0,200.0,4095.0,2547.0,61.82,30.71,17.2,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 01:27:18.782500+00:00,26.17,23.97,1113.84,0,19.63,34.9,56.5,23.0,0.0,201.0,215.0,4095.0,2352.0,62.71,34.19,13.61,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 02:04:01.032149+00:00,20.88,25.13,1206.2,0,19.63,35.1,51.0,59.0,0.0,202.0,194.0,4095.0,2451.0,62.93,29.31,15.31,0.0,8.18,Sedang,Sedang,2,Ngagel
2026-06-10 06:35:15.515881+00:00,18.94,19.33,1548.55,0,19.63,35.3,52.8,114.0,0.0,162.0,174.0,4095.0,2791.0,54.09,24.67,23.46,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:42:23.188847+00:00,21.94,26.29,1776.12,0,19.63,35.4,54.3,121.0,0.0,170.0,157.0,4095.0,2686.0,55.86,20.72,20.47,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:25:06.140920+00:00,18.41,19.79,1598.26,0,19.63,31.6,60.9,,,,,,,,,,,,Sedang,,3,Rungkut
2026-06-10 06:26:07.412357+00:00,20.18,21.88,1608.44,0,19.63,35.3,52.8,106.0,0.0,160.0,153.0,4095.0,2669.0,53.65,19.79,20.03,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:45:25.285975+00:00,21.76,25.6,1452.97,0,19.63,35.1,49.1,67.0,0.0,140.0,146.0,4095.0,2597.0,48.03,18.16,18.3,0.0,8.18,Sedang,Baik,3,Rungkut
2026-06-10 06:43:24.214675+00:00,20.7,23.97,1755.4,0,19.63,35.4,53.7,122.0,0.0,180.0,181.0,4095.0,2749.0,58.07,26.29,22.2,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:56:38.631268+00:00,16.83,21.18,1445.79,0,19.63,35.3,48.7,77.0,0.0,154.0,163.0,4095.0,2627.0,52.33,22.11,19.0,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:52:33.503092+00:00,18.41,17.93,1703.85,0,19.63,35.2,48.7,74.0,0.0,161.0,150.0,4095.0,2653.0,53.87,19.09,19.63,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:46:28.918093+00:00,21.59,23.74,1748.56,0,19.63,35.4,54.3,125.0,0.0,181.0,163.0,4095.0,2704.0,58.29,22.11,20.94,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:10:50.545072+00:00,20.0,23.51,1721.56,0,19.63,35.2,50.3,91.0,0.0,161.0,160.0,4095.0,2723.0,53.87,21.42,21.46,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:13:53.856807+00:00,18.59,20.25,1669.12,0,19.63,35.2,48.3,94.0,0.0,158.0,142.0,4095.0,2643.0,53.21,17.23,19.38,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:49:33.452744+00:00,18.94,23.51,1600.29,0,19.63,35.2,49.6,71.0,0.0,193.0,189.0,4095.0,2597.0,60.94,28.15,18.3,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:22:04.185590+00:00,17.18,19.56,1744.03,0,19.63,35.2,51.3,102.0,0.0,145.0,149.0,4095.0,2727.0,50.34,18.86,21.58,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:53:36.303011+00:00,17.53,23.74,1538.85,0,19.63,35.3,48.3,75.0,0.0,160.0,145.0,4095.0,2717.0,53.65,17.93,21.3,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:14:57.782712+00:00,19.47,20.02,1500.76,0,19.63,35.3,48.7,95.0,0.0,161.0,155.0,4095.0,2701.0,53.87,20.25,20.86,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:05:49.534316+00:00,20.88,24.67,1712.67,0,19.63,35.2,50.9,86.0,0.0,177.0,168.0,4095.0,2674.0,57.41,23.27,20.16,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:43:23.288431+00:00,17.18,18.86,1533.06,0,19.63,35.2,48.6,,,,,,,,,,,,Sedang,,3,Rungkut
2026-06-10 05:57:39.926941+00:00,17.36,21.18,1527.3,0,19.63,35.3,49.6,78.0,0.0,151.0,159.0,4095.0,2587.0,51.66,21.18,18.07,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:21:02.803519+00:00,15.77,18.86,1726.02,0,19.63,35.2,51.0,101.0,0.0,144.0,146.0,4095.0,2693.0,50.12,18.16,20.65,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:48:30.830378+00:00,24.23,28.15,1463.83,0,19.63,35.1,50.1,70.0,0.0,167.0,165.0,4095.0,2662.0,55.2,22.58,19.85,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:46:26.762747+00:00,18.06,20.72,1600.29,0,19.63,35.1,48.4,68.0,0.0,179.0,178.0,4095.0,2591.0,57.85,25.6,18.16,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:45:27.893118+00:00,22.11,22.11,1675.56,0,19.63,35.4,53.3,124.0,0.0,171.0,156.0,4095.0,2773.0,56.08,20.49,22.91,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:44:24.405683+00:00,14.89,18.16,1463.83,0,19.63,35.1,47.6,66.0,0.0,153.0,149.0,4095.0,2634.0,52.1,18.86,19.16,0.0,8.18,Baik,Sedang,3,Rungkut
2026-06-10 06:30:10.304773+00:00,20.53,20.49,1544.66,0,19.63,35.2,53.8,109.0,0.0,160.0,164.0,4095.0,2768.0,53.65,22.35,22.76,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:17:01.266865+00:00,18.24,21.18,1708.25,0,19.63,35.2,49.1,97.0,0.0,156.0,173.0,4095.0,2681.0,52.77,24.44,20.34,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:59:43.176951+00:00,18.24,20.25,1548.55,0,19.63,35.3,51.8,80.0,0.0,167.0,156.0,4095.0,2720.0,55.2,20.49,21.38,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:37:19.231588+00:00,17.88,22.35,1660.58,0,19.63,35.3,53.5,116.0,0.0,153.0,157.0,4095.0,2669.0,52.1,20.72,20.03,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:40:24.542991+00:00,15.59,19.79,1649.98,0,19.63,35.3,53.8,119.0,0.0,150.0,160.0,4095.0,2750.0,51.44,21.42,22.23,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:38:18.272315+00:00,18.41,21.18,1730.5,0,19.63,35.3,53.1,117.0,0.0,157.0,164.0,4095.0,2697.0,52.99,22.35,20.76,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:32:13.348799+00:00,17.36,20.95,1792.45,0,19.63,35.2,54.6,111.0,0.0,150.0,152.0,4095.0,2704.0,51.44,19.56,20.94,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:11:51.422797+00:00,19.12,21.18,1739.5,0,19.63,35.2,50.0,92.0,0.0,169.0,169.0,4095.0,2725.0,55.64,23.51,21.52,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:25:14.837915+00:00,18.41,19.79,1602.32,0,19.63,35.3,52.8,105.0,0.0,145.0,159.0,4095.0,2683.0,50.34,21.18,20.39,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:44:25.869147+00:00,20.35,20.49,1832.93,0,19.63,35.4,53.0,123.0,0.0,173.0,171.0,4095.0,2740.0,56.52,23.97,21.94,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:55:35.047491+00:00,17.36,22.11,1519.66,0,19.63,35.3,48.0,76.0,0.0,155.0,170.0,4095.0,2637.0,52.55,23.74,19.24,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:07:48.246946+00:00,23.88,25.6,1641.57,0,19.63,35.2,50.5,88.0,0.0,167.0,174.0,4095.0,2686.0,55.2,24.67,20.47,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:06:48.341556+00:00,19.65,24.67,1637.38,0,19.63,35.2,50.2,87.0,0.0,174.0,174.0,4095.0,2721.0,56.74,24.67,21.41,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:04:47.974682+00:00,21.41,23.27,1612.53,0,19.63,35.2,50.7,85.0,0.0,160.0,154.0,4095.0,2614.0,53.65,20.02,18.69,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:29:15.481515+00:00,18.41,22.35,1820.91,0,19.63,35.2,53.1,,,,,,,,,,,,Sedang,,3,Rungkut
2026-06-10 05:51:31.934015+00:00,18.59,19.09,1570.18,0,19.63,35.2,48.2,73.0,0.0,158.0,155.0,4095.0,2694.0,53.21,20.25,20.68,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:12:55.759509+00:00,18.06,17.23,1550.51,0,19.63,35.2,47.5,93.0,0.0,164.0,159.0,4095.0,2733.0,54.53,21.18,21.74,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:41:22.327385+00:00,20.18,20.72,1637.38,0,19.63,35.3,53.9,120.0,0.0,144.0,153.0,4095.0,2692.0,50.12,19.79,20.62,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:27:08.288096+00:00,20.7,20.95,1664.84,0,19.63,35.3,52.5,107.0,0.0,170.0,162.0,4095.0,2672.0,55.86,21.88,20.11,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:17:59.243491+00:00,18.24,17.7,1596.23,0,19.63,35.2,49.8,98.0,0.0,159.0,159.0,4095.0,2719.0,53.43,21.18,21.35,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:09:56.231201+00:00,18.59,21.42,1717.11,0,19.63,35.2,50.1,90.0,0.0,171.0,162.0,4095.0,2741.0,56.08,21.88,21.97,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:24:06.315726+00:00,15.77,21.18,1631.12,0,19.63,35.3,52.4,104.0,0.0,152.0,154.0,4095.0,2705.0,51.88,20.02,20.97,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:31:15.049052+00:00,16.65,19.56,1675.56,0,19.63,35.2,53.4,110.0,0.0,172.0,156.0,4095.0,2640.0,56.3,20.49,19.31,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:26:07.054898+00:00,17.71,21.42,1669.12,0,19.63,31.9,59.7,63.0,0.0,160.0,153.0,4095.0,2667.0,53.65,19.79,19.98,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:01:42.837022+00:00,16.65,18.63,1616.64,0,19.63,35.2,49.0,82.0,0.0,158.0,156.0,4095.0,2654.0,53.21,20.49,19.65,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:27:10.617226+00:00,17.88,21.42,1608.44,0,19.63,32.3,58.2,64.0,0.0,156.0,160.0,4095.0,2701.0,52.77,21.42,20.86,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:34:17.771054+00:00,18.77,24.67,1877.1,0,19.63,35.2,53.7,113.0,0.0,156.0,151.0,4095.0,2782.0,52.77,19.33,23.19,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:20:02.088197+00:00,15.59,18.16,1652.1,0,19.63,35.2,50.2,100.0,0.0,157.0,142.0,4095.0,2651.0,52.99,17.23,19.58,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:15:56.462266+00:00,17.71,24.44,1626.97,0,19.63,35.3,49.1,96.0,0.0,166.0,154.0,4095.0,2617.0,54.98,20.02,18.76,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:03:48.803807+00:00,18.41,20.02,1495.15,0,19.63,35.2,50.7,84.0,0.0,162.0,150.0,4095.0,2606.0,54.09,19.09,18.5,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:36:16.349494+00:00,17.18,20.72,1602.32,0,19.63,35.3,52.5,115.0,0.0,163.0,151.0,4095.0,2642.0,54.31,19.33,19.36,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:50:29.918812+00:00,18.06,20.25,1654.21,0,19.63,35.2,49.8,72.0,0.0,163.0,169.0,4095.0,2668.0,54.31,23.51,20.0,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:02:45.429802+00:00,18.77,19.09,1480.31,0,19.63,35.2,49.5,83.0,0.0,150.0,148.0,4095.0,2676.0,51.44,18.63,20.21,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 05:58:42.715973+00:00,19.65,20.49,1710.46,0,19.63,35.3,49.9,79.0,0.0,154.0,159.0,4095.0,2631.0,52.33,21.18,19.09,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:39:19.985228+00:00,16.65,21.42,1778.44,0,19.63,35.3,53.3,118.0,0.0,160.0,159.0,4095.0,2729.0,53.65,21.18,21.63,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:19:00.495765+00:00,17.88,17.23,1566.22,0,19.63,35.2,49.5,99.0,0.0,159.0,144.0,4095.0,2666.0,53.43,17.7,19.95,0.0,8.18,Sedang,Sedang,3,Rungkut
2026-06-10 06:00:41.400623+00:00,18.06,20.49,1572.17,0,19.63,35.2,50.2,81.0,0.0,159.0,155.0,4095.0,2642.0,53.43,20.25,19.36,0.0,8.18,Sedang,Sedang,3,Rungkut
